training-00235,coffee,copra-cake,corn,cotton,grain,palm-oil,palmkernel,rice,rubber,soy-meal,soybean,sugar,tea,veg-oil,wheat
training-00236,crude
training-00237,crude
training-00241,grain,wheat
training-00242,crude
training-00246,crude
training-00247,money-fx
training-00248,crude
training-00249,coffee
training-00253,grain,wheat
training-00254,grain,wheat
training-00256,money-fx
training-00259,sugar
training-00260,acq
training-00267,copra-cake,meal-feed
training-00271,trade
training-00272,alum
training-00273,crude
training-00274,palm-oil,veg-oil
training-00275,cocoa,coffee,tea
training-00279,earn
training-00281,ship
training-00283,reserves
training-00284,reserves
training-00290,coffee
training-00293,sugar
training-00296,interest,money-fx
training-00297,oilseed,soybean
training-00298,acq
training-00299,earn
training-00302,acq
training-00303,meal-feed,oilseed,soy-meal,soybean
training-00304,acq
training-00307,interest,money-fx
training-00309,gold,platinum,strategic-metal
training-00310,meal-feed
training-00311,tin
training-00312,bop,trade
training-00313,groundnut-oil,oilseed,palm-oil,rapeseed,soy-oil,soybean,sunseed,veg-oil
training-00314,gold
training-00315,acq
training-00317,earn
training-00320,palm-oil,rape-oil,veg-oil
training-00322,interest
training-00323,reserves
training-00327,corn,grain,meal-feed,oilseed,rapeseed,soy-meal
training-00330,money-supply
training-00331,acq
training-00332,palm-oil,veg-oil
training-00334,acq
training-00336,interest,money-fx
training-00338,trade
training-00341,interest,money-fx
training-00342,trade
training-00343,sugar
training-00345,earn
training-00346,strategic-metal
training-00349,crude
training-00352,crude
training-00353,crude
training-00354,trade
training-00356,earn
training-00361,acq
training-00362,acq
training-00366,acq
training-00368,crude,ship
training-00369,acq
training-00371,acq
training-00372,acq
training-00374,cotton
training-00376,acq
training-00377,alum
training-00378,earn
training-00379,acq
training-00381,earn
training-00383,acq
training-00387,acq
training-00388,earn
training-00389,acq
training-00390,earn
training-00392,earn
training-00393,acq
training-00395,barley,corn,grain,wheat
training-00396,earn
training-00398,acq
training-00399,earn
training-00400,acq
training-00401,acq
training-00402,coffee
training-00404,earn
training-00405,earn
training-00406,earn
training-00407,earn
training-00408,acq
training-00409,earn
training-00410,earn
training-00411,interest,money-fx
training-00416,reserves
training-00417,grain,oat
training-00418,acq
training-00420,earn
training-00422,earn
training-00423,earn
training-00424,acq
training-00425,dlr,grain,wheat
training-00435,earn
training-00436,acq
training-00438,earn
training-00439,earn
training-00440,acq
training-00441,acq
training-00442,acq
training-00443,l-cattle,livestock
training-00444,retail
training-00447,acq
training-00448,acq,gold,platinum
training-00449,earn
training-00450,ipi
training-00455,earn
training-00456,earn
training-00459,crude
training-00461,earn
training-00464,earn
training-00466,earn
training-00467,acq
training-00470,earn
training-00473,acq,earn
training-00474,acq
training-00475,interest,money-fx
training-00478,acq
training-00480,earn
training-00483,earn
training-00484,earn
training-00486,oilseed
training-00488,gold,silver
training-00489,crude
training-00490,earn
training-00494,earn
training-00496,acq
training-00497,acq
training-00498,acq
training-00501,barley,corn,grain,wheat
training-00502,crude
training-00504,acq
training-00505,acq
training-00506,earn
training-00508,earn
training-00509,earn
training-00511,crude
training-00512,earn
training-00513,earn
training-00514,earn
training-00516,corn,grain
training-00517,earn
training-00518,ship
training-00519,interest,money-fx
training-00521,earn
training-00522,interest,money-fx
training-00524,earn
training-00525,iron-steel
training-00528,earn
training-00529,earn
training-00530,earn
training-00531,earn
training-00532,acq
training-00533,earn
training-00534,earn
training-00535,earn
training-00536,earn
training-00538,earn
training-00539,earn
training-00541,earn
training-00543,crude
training-00544,nat-gas
training-00545,acq
training-00546,earn
training-00547,acq
training-00548,earn
training-00550,acq
training-00551,acq
training-00552,earn
training-00553,acq
training-00554,earn
training-00555,earn
training-00557,earn
training-00558,acq
training-00559,acq
training-00560,earn
training-00562,coffee
training-00677,ship
training-00679,acq
training-00680,earn
training-00682,acq
training-00684,sugar
training-00685,rubber
training-00686,earn
training-00687,earn
training-00688,tin
training-00689,earn
training-00690,earn
training-00691,earn
training-00692,earn
training-00693,earn
training-00694,corn,grain,oilseed,soybean,wheat
training-00695,earn
training-00696,earn
training-00697,gold
training-00698,earn
training-00699,earn
training-00700,earn
training-00701,earn
training-00702,earn
training-00703,acq
training-00704,crude
training-00706,acq
training-00707,earn
training-00708,crude,nat-gas
training-00709,acq
training-00712,acq
training-00714,acq
training-00715,earn
training-00718,trade
training-00722,earn
training-00724,acq
training-00725,acq
training-00728,earn
training-00730,acq,earn
training-00731,earn
training-00732,acq
training-00733,acq
training-00734,earn
training-00735,acq
training-00736,acq
training-00739,earn
training-00741,acq
training-00742,grain,wheat
training-00743,earn
training-00745,acq
training-00748,acq
training-00754,coffee
training-00756,earn
training-00757,acq
training-00758,earn
training-00762,acq
training-00764,acq
training-00767,acq
training-00768,acq
training-00773,earn
training-00774,earn
training-00776,earn
training-00778,earn
training-00780,earn
training-00781,earn
training-00783,earn
training-00787,acq
training-00791,crude
training-00793,copper
training-00797,acq
training-00798,hog,livestock
training-00800,copper
training-00811,earn
training-00816,copper
training-00817,earn
training-00818,earn
training-00820,acq
training-00828,earn
training-00829,gas,heat,propane
training-00830,money-supply
training-00833,oilseed,soy-oil,soybean,veg-oil
training-00834,heat
training-00835,crude
training-00836,acq
training-00837,earn
training-00839,money-supply
training-00840,acq
training-00842,coffee
training-00843,gnp,trade
training-00844,acq
training-00846,earn
training-00848,earn
training-00849,acq
training-00850,acq
training-00851,acq
training-00852,earn
training-00853,acq
training-00855,corn,grain,oat,oilseed,soybean
training-00856,grain,wheat
training-00857,ship
training-00859,earn
training-00861,earn
training-00865,earn
training-00866,earn
training-00867,jobs
training-00868,earn
training-00870,lei
training-00872,dlr,money-fx,yen
training-00873,crude
training-00874,grain,wheat
training-00875,coffee
training-00879,earn
training-00880,bop
training-00882,acq
training-00883,earn
training-00884,rubber
training-00885,palm-oil,veg-oil
training-00886,earn
training-00887,earn
training-00889,jobs
training-00890,bop
training-00894,trade
training-00895,jobs
training-00896,reserves
training-00897,bop
training-00899,earn
training-00900,interest
training-00901,interest
training-00903,money-fx
training-00904,acq
training-00908,tin
training-00913,interest,money-fx
training-00915,money-fx
training-00918,crude
training-00920,earn
training-00921,alum,earn
training-00922,earn
training-00924,trade
training-00925,trade
training-00926,interest,money-fx
training-00929,cpi
training-00930,crude
training-00932,acq
training-00934,corn,grain
training-00937,reserves
training-00938,alum,earn
training-00939,acq
training-00940,money-supply
training-00941,acq
training-00942,interest,money-fx
training-00943,interest,money-fx
training-00944,palm-oil,veg-oil
training-00945,crude
training-00949,earn
training-00952,crude
training-00953,interest,money-fx
training-00955,jobs
training-00958,earn
training-00960,acq
training-00963,acq
training-00968,earn
training-00969,ship
training-00971,earn
training-00972,lei
training-00974,lei
training-00976,earn
training-00977,coffee
training-00978,acq
training-00981,earn
training-00982,acq
training-00983,earn
training-00984,earn
training-00985,acq
training-00986,earn
training-00988,crude,earn
training-00991,trade
training-00995,earn
training-00998,earn
training-00999,interest,money-fx
training-01000,acq
training-01003,earn
training-01007,earn
training-01008,interest,money-fx
training-01009,earn
training-01010,earn
training-01011,earn
training-01013,earn
training-01015,earn
training-01016,earn
training-01017,earn
training-01019,earn
training-01020,acq
training-01022,trade
training-01023,lei
training-01024,earn
training-01026,coffee,crude
training-01029,acq
training-01030,coffee
training-01032,acq
training-01033,earn
training-01035,housing
training-01036,housing
training-01039,acq
training-01040,jobs
training-01044,earn
training-01047,earn
training-01049,gnp
training-01050,bop
training-01052,ship
training-01057,grain,wheat
training-01058,gnp
training-01059,earn
training-01063,earn
training-01065,earn
training-01066,earn
training-01067,barley,grain,wheat
training-01068,gnp
training-01069,grain,wheat
training-01070,earn
training-01071,earn
training-01072,gold
training-01074,acq
training-01076,acq
training-01077,zinc
training-01078,interest
training-01079,ipi
training-01080,earn
training-01082,gold
training-01084,earn
training-01085,coffee
training-01087,earn
training-01088,money-fx
training-01090,earn
training-01091,earn
training-01094,grain,wheat
training-01096,earn
training-01099,acq
training-01100,bop
training-01101,earn
training-01102,gnp
training-01103,acq
training-01104,acq
training-01105,earn
training-01108,earn
training-01109,earn
training-01110,carcass,livestock,veg-oil
training-01111,earn
training-01112,interest,money-fx
training-01117,earn
training-01118,acq
training-01120,interest
training-01122,earn
training-01123,acq
training-01124,earn
training-01125,interest
training-01128,earn
training-01131,corn,grain,sorghum
training-01134,earn
training-01135,earn
training-01137,earn
training-01138,earn
training-01143,earn
training-01147,cpi
training-01148,copper
training-01151,oilseed,rapeseed
training-01152,earn
training-01153,acq
training-01154,interest,money-fx
training-01156,iron-steel
training-01157,earn
training-01158,ipi
training-01159,acq
training-01160,earn
training-01164,acq
training-01167,earn
training-01169,earn
training-01170,earn
training-01173,earn
training-01174,reserves
training-01176,earn
training-01177,earn
training-01178,earn
training-01181,earn
training-01182,earn
training-01184,copper
training-01185,grain,wheat
training-01188,earn
training-01191,earn
training-01192,earn
training-01193,earn
training-01197,trade
training-01198,earn
training-01200,earn
training-01201,trade
training-01203,acq
training-01205,earn
training-01207,coffee
training-01208,earn
training-01209,acq
training-01210,trade
training-01211,veg-oil
training-01212,coffee
training-01213,acq
training-01215,corn,grain,meal-feed,soy-meal
training-01216,sugar
training-01217,acq
training-01220,acq
training-01225,earn
training-01226,trade
training-01228,acq
training-01229,earn
training-01234,earn
training-01238,acq
training-01239,earn
training-01243,acq
training-01244,earn
training-01245,earn
training-01246,coffee
training-01251,earn
training-01252,earn
training-01257,grain,ship,wheat
training-01258,earn
training-01260,earn
training-01263,alum
training-01264,earn
training-01265,earn
training-01268,corn,grain
training-01269,earn
training-01271,earn
training-01272,gnp
training-01273,corn,grain
training-01276,acq
training-01277,earn
training-01280,acq
training-01283,earn
training-01284,earn
training-01285,earn
training-01287,earn
training-01288,earn
training-01291,acq
training-01292,acq
training-01293,earn
training-01295,grain,wheat
training-01298,earn
training-01299,grain
training-01300,alum
training-01301,earn
training-01303,acq
training-01306,crude
training-01308,money-supply
training-01311,earn
training-01312,coffee
training-01313,earn
training-01314,earn
training-01315,earn
training-01316,acq
training-01317,earn
training-01320,earn
training-01322,earn
training-01324,crude
training-01326,earn
training-01327,earn
training-01328,earn
training-01331,crude
training-01332,alum
training-01335,crude
training-01339,earn
training-01340,acq
training-01341,earn
training-01342,earn
training-01343,crude
training-01344,earn
training-01345,earn
training-01347,trade
training-01350,orange
training-01351,earn
training-01354,acq
training-01355,earn
training-01356,trade
training-01359,earn
training-01360,earn
training-01361,orange
training-01363,earn
training-01364,earn
training-01366,earn
training-01367,earn
training-01369,corn,grain,sorghum
training-01372,carcass,livestock
training-01375,earn
training-01377,grain,wheat
training-01378,earn
training-01379,earn
training-01381,earn
training-01382,earn
training-01384,earn
training-01385,corn,wheat
training-01387,crude
training-01388,grain,wheat
training-01391,earn
training-01393,carcass,livestock
training-01394,oilseed,soybean
training-01395,corn,grain
training-01396,grain,wheat
training-01398,carcass,livestock
training-01399,corn,grain
training-01404,earn
training-01405,cotton,grain,oat,oilseed,soybean,wheat
training-01406,grain
training-01407,carcass
training-01409,acq
training-01412,acq
training-01414,earn
training-01420,earn
training-01421,interest,money-fx
training-01425,acq
training-01427,interest
training-01428,earn
training-01429,acq
training-01433,earn
training-01434,earn
training-01435,earn
training-01436,sugar
training-01438,earn
training-01440,sugar
training-01444,rubber
training-01445,earn
training-01446,earn
training-01449,earn
training-01452,earn
training-01456,earn
training-01457,money-fx
training-01460,earn
training-01461,earn
training-01466,earn
training-01467,earn
training-01469,earn
training-01471,earn
training-01477,acq
training-01478,trade
training-01480,acq
training-01483,earn
training-01488,earn
training-01492,earn
training-01493,pet-chem
training-01494,earn
training-01496,earn
training-01497,acq
training-01498,earn
training-01499,trade
training-01500,acq
training-01502,earn
training-01503,interest,money-fx
training-01506,acq
training-01508,earn
training-01512,acq
training-01514,dlr,money-fx
training-01519,sugar
training-01520,gas
training-01521,crude
training-01524,earn
training-01525,earn
training-01526,earn
training-01527,earn
training-01528,earn
training-01529,earn
training-01532,earn
training-01533,dlr,money-fx
training-01535,rubber
training-01536,earn
training-01537,sugar
training-01541,earn
training-01543,earn
training-01545,earn
training-01546,earn
training-01550,cpi
training-01553,interest,money-fx
training-01554,earn
training-01555,earn
training-01556,crude,ship
training-01557,carcass,grain,livestock
training-01560,interest,money-fx
training-01562,acq
training-01563,earn
training-01564,earn
training-01566,earn
training-01567,earn
training-01568,earn
training-01569,earn
training-01570,grain,wheat
training-01571,earn
training-01572,earn
training-01575,earn
training-01577,acq
training-01579,coffee
training-01581,acq
training-01582,corn,grain,oilseed,sorghum,soybean,sunseed
training-01584,acq
training-01585,earn
training-01586,earn
training-01588,trade
training-01590,cotton,grain,rice,wheat
training-01598,sugar
training-01601,acq
training-01602,earn
training-01606,acq
training-01607,copper,gold
training-01608,earn
training-01610,earn
training-01611,bop,gnp,trade
training-01616,crude
training-01619,nat-gas
training-01620,earn
training-01622,acq
training-01623,grain
training-01626,acq
training-01628,acq
training-01631,grain
training-01633,earn
training-01634,acq
training-01638,earn
training-01639,earn
training-01640,grain,wheat
training-01642,earn
training-01643,earn
training-01644,earn
training-01648,earn
training-01649,acq
training-01650,earn
training-01651,earn
training-01652,barley,corn,grain
training-01653,earn
training-01655,earn
training-01656,trade
training-01657,earn
training-01658,earn
training-01659,acq
training-01660,fuel,gas
training-01661,crude,nat-gas
training-01665,acq
training-01666,acq
training-01667,acq
training-01673,acq
training-01674,grain,wheat
training-01675,trade
training-01676,acq
training-01677,earn
training-01678,acq
training-01679,acq
training-01680,trade
training-01681,cpi
training-01682,earn
training-01684,acq
training-01686,crude
training-01688,earn
training-01689,earn
training-01692,crude
training-01693,acq
training-01694,acq
training-01696,earn
training-01706,earn
training-01708,earn
training-01709,crude,nat-gas
training-01711,crude
training-01714,earn
training-01715,coffee
training-01716,earn
training-01718,earn
training-01719,acq
training-01722,earn
training-01723,ship
training-01724,interest,money-fx
training-01727,earn
training-01729,acq
training-01731,grain
training-01732,earn
training-01734,earn
training-01735,acq
training-01739,acq
training-01740,acq
training-01741,acq
training-01747,earn
training-01751,earn
training-01752,earn
training-01758,earn
training-01759,earn
training-01760,acq
training-01761,orange
training-01763,earn
training-01764,earn
training-01765,earn
training-01767,earn
training-01768,earn
training-01769,earn
training-01771,acq
training-01772,carcass,livestock,trade
training-01773,reserves
training-01777,corn,grain,wheat
training-01783,earn
training-01785,sugar
training-01787,acq
training-01789,acq
training-01790,acq
training-01792,grain,oilseed,soybean,wheat
training-01794,earn
training-01797,earn
training-01798,acq
training-01799,crude
training-01801,acq
training-01803,earn
training-01808,acq
training-01809,trade
training-01811,money-fx,trade
training-01814,earn
training-01815,sugar
training-01816,earn
training-01820,earn
training-01824,earn
training-01832,alum
training-01835,acq
training-01836,acq
training-01837,earn
training-01839,trade
training-01842,coffee
training-01843,corn,grain,sorghum
training-01845,grain
training-01846,earn
training-01847,acq
training-01848,veg-oil
training-01849,earn
training-01851,crude,gas
training-01853,earn
training-01855,acq
training-01856,crude,fuel,gas
training-01858,gnp
training-01860,acq,earn
training-01861,earn
training-01862,acq
training-01863,trade
training-01871,trade
training-01872,earn
training-01873,earn
training-01875,crude
training-01877,earn
training-01878,crude,gas
training-01880,coffee
training-01882,cotton,grain,oilseed,rice,soybean
training-01885,reserves
training-01886,acq
training-01889,coffee
training-01890,bop,trade
training-01897,gold
training-01898,money-supply
training-01901,grain,ship,wheat
training-01902,ship
training-01904,crude,ship
training-01907,grain,wheat
training-01909,crude
training-01910,coffee
training-01912,money-supply
training-01913,reserves
training-01915,grain,rice
training-01917,earn
training-01918,gold
training-01919,earn
training-01920,acq
training-01924,earn
training-01926,dlr,money-fx,yen
training-01929,tin
training-01931,interest,money-fx
training-01932,trade
training-01933,money-supply
training-01934,iron-steel
training-01940,reserves,trade
training-01942,gold,silver
training-01943,interest,money-fx
training-01946,sugar
training-01948,crude
training-01949,money-fx
training-01951,trade
training-01952,corn,grain
training-01959,gnp
training-01960,coffee
training-01961,bop,trade
training-01963,trade
training-01964,bop,trade
training-01965,wpi
training-01966,oilseed
training-01967,interest,money-fx
training-01970,barley,carcass,grain,hog,livestock,meal-feed,potato,soy-meal,wheat
training-01971,interest
training-01975,sugar
training-01976,interest,money-fx
training-01980,crude,ship
training-01982,interest,money-fx
training-01983,money-fx
training-01987,acq
training-01989,acq
training-01990,crude
training-01994,acq
training-01995,interest
training-01996,acq
training-02000,jobs
training-02001,earn
training-02003,grain,wheat
training-02004,crude
training-02005,earn
training-02006,copper
training-02007,crude,nat-gas
training-02008,grain,wheat
training-02010,acq
training-02012,ship
training-02013,acq
training-02016,earn
training-02020,earn
training-02022,interest,money-fx
training-02024,acq
training-02025,money-fx
training-02026,earn
training-02027,acq
training-02028,earn
training-02029,earn
training-02033,earn
training-02035,earn
training-02039,acq
training-02042,earn
training-02044,barley,corn,grain,wheat
training-02046,crude
training-02047,earn
training-02048,earn
training-02049,earn
training-02054,acq
training-02055,earn
training-02056,earn
training-02061,crude,earn
training-02064,interest
training-02065,earn
training-02067,acq
training-02073,gold
training-02074,copper,grain,wheat
training-02079,earn
training-02080,acq
training-02087,oilseed,soybean
training-02089,earn
training-02092,earn
training-02095,grain,wheat
training-02097,acq
training-02098,reserves
training-02099,earn
training-02101,earn
training-02102,acq
training-02107,acq
training-02108,earn
training-02109,earn
training-02110,reserves
training-02112,earn
training-02114,acq
training-02115,coffee
training-02116,earn
training-02118,acq
training-02121,crude
training-02122,earn
training-02126,acq
training-02128,acq
training-02130,earn
training-02133,earn
training-02136,earn
training-02137,earn
training-02148,earn
training-02149,earn
training-02151,acq
training-02153,earn
training-02154,earn
training-02155,interest
training-02157,earn
training-02159,acq
training-02163,earn
training-02166,earn
training-02167,earn
training-02168,livestock
training-02169,grain,wheat
training-02171,barley,grain
training-02172,barley,corn,grain,oilseed,rapeseed,wheat
training-02173,earn
training-02174,crude
training-02175,crude
training-02176,earn
training-02178,money-fx,yen
training-02181,dlr,money-fx
training-02182,earn
training-02183,corn,grain
training-02186,copper,lead,strategic-metal,zinc
training-02187,crude,ship
training-02188,earn
training-02190,dlr,money-fx,yen
training-02191,barley,grain,wheat
training-02193,acq,earn
training-02194,earn
training-02195,acq,sugar
training-02196,earn
training-02197,gnp,jobs
training-02198,earn
training-02202,acq
training-02203,earn
training-02205,earn
training-02206,sugar
training-02207,acq
training-02211,earn
training-02212,earn
training-02213,earn
training-02216,earn
training-02217,barley,corn,grain,wheat
training-02219,acq
training-02220,acq
training-02221,earn
training-02223,grain,wheat
training-02224,acq
training-02225,acq
training-02226,carcass,hog,livestock
training-02227,earn
training-02228,interest
training-02230,earn
training-02231,crude
training-02232,barley,grain
training-02234,earn
training-02236,earn
training-02237,acq
training-02238,earn
training-02239,sugar
training-02240,acq
training-02244,acq
training-02246,sugar
training-02247,acq
training-02249,earn
training-02251,acq
training-02252,earn
training-02253,earn
training-02257,acq
training-02259,earn
training-02260,earn
training-02264,corn,grain
training-02265,earn
training-02266,earn
training-02268,acq
training-02269,retail
training-02270,earn
training-02271,acq
training-02273,earn
training-02275,earn
training-02276,earn
training-02278,gnp,trade
training-02279,earn
training-02281,acq
training-02286,money-fx,yen
training-02290,earn
training-02291,acq
training-02297,acq
training-02298,earn
training-02301,acq
training-02303,earn
training-02304,earn
training-02307,earn
training-02308,earn
training-02309,earn
training-02310,ship
training-02312,earn
training-02316,earn
training-02320,earn
training-02322,acq
training-02323,acq
training-02325,acq
training-02326,ship
training-02327,dlr,money-fx
training-02332,earn
training-02333,earn
training-02335,earn
training-02336,trade
training-02337,earn
training-02338,earn
training-02339,earn
training-02340,earn
training-02342,earn
training-02344,acq
training-02346,earn
training-02347,earn
training-02348,earn
training-02350,earn
training-02352,money-fx,trade
training-02353,earn
training-02354,dlr,money-fx,yen
training-02357,earn
training-02358,interest
training-02359,cotton,groundnut,oilseed,sugar,trade
training-02365,acq
training-02366,earn
training-02367,grain,wheat
training-02370,earn
training-02371,pet-chem
training-02374,acq
training-02375,acq
training-02376,acq
training-02377,earn
training-02379,earn
training-02380,earn
training-02382,corn,grain,oilseed,soybean,wheat
training-02383,crude
training-02385,earn
training-02386,earn
training-02389,carcass,l-cattle,livestock,sugar
training-02390,orange
training-02391,earn
training-02393,earn
training-02394,nat-gas
training-02396,earn
training-02397,earn
training-02398,earn
training-02402,earn
training-02403,money-supply
training-02405,earn
training-02406,money-fx
training-02409,earn
training-02410,acq
training-02411,gold
training-02417,trade
training-02419,acq
training-02420,groundnut,veg-oil
training-02421,earn
training-02425,grain,wheat
training-02428,earn
training-02429,earn
training-02433,earn
training-02434,acq
training-02435,earn
training-02436,corn,grain
training-02437,earn
training-02440,earn
training-02441,money-supply
training-02442,money-supply
training-02447,acq
training-02448,carcass,livestock
training-02449,crude
training-02452,dlr,money-fx
training-02456,corn,cotton,grain,meal-feed,oilseed,soy-meal,soy-oil,soybean,veg-oil
training-02458,earn
training-02459,earn
training-02460,earn
training-02462,acq
training-02465,money-supply
training-02466,money-supply
training-02467,coffee
training-02468,money-supply
training-02470,acq
training-02471,earn
training-02474,acq
training-02475,acq
training-02476,acq
training-02478,earn
training-02479,earn
training-02480,nat-gas
training-02482,earn
training-02483,earn
training-02484,earn
training-02488,earn
training-02490,earn
training-02491,acq
training-02492,earn
training-02494,earn
training-02495,carcass,livestock
training-02496,earn
training-02497,acq
training-02499,trade
training-02500,acq
training-02504,earn
training-02505,acq
training-02508,grain,wheat
training-02511,crude,nat-gas,trade
training-02512,acq
training-02513,earn
training-02515,crude,nat-gas
training-02517,crude
training-02518,earn
training-02519,earn
training-02520,acq
training-02521,cocoa,coffee,oilseed,soybean,sugar,trade
training-02522,crude
training-02524,grain,wheat
training-02526,acq
training-02528,acq
training-02529,cpi
training-02530,crude
training-02531,retail
training-02532,acq
training-02534,acq
training-02535,grain,trade,wheat
training-02538,acq
training-02539,earn
training-02540,acq
training-02542,ship
training-02543,acq
training-02544,earn
training-02546,acq
training-02548,earn
training-02549,earn
training-02550,coffee
training-02551,acq
training-02552,acq
training-02553,coffee
training-02554,money-supply
training-02555,cpi
training-02557,meal-feed
training-02558,earn
training-02559,gold
training-02560,earn
training-02561,earn
training-02562,earn
training-02564,acq
training-02565,money-fx
training-02566,earn
training-02567,earn
training-02568,earn
training-02569,earn
training-02570,acq
training-02572,hog,livestock
training-02574,acq
training-02576,interest,money-fx
training-02577,acq
training-02578,acq
training-02579,earn
training-02580,earn
training-02582,acq
training-02583,acq
training-02584,earn
training-02585,crude
training-02587,earn
training-02590,earn
training-02591,earn
training-02593,earn
training-02594,livestock
training-02595,corn,grain
training-02596,acq
training-02599,corn,grain
training-02601,interest,money-fx
training-02602,earn
training-02604,acq
training-02606,coffee
training-02608,earn
training-02609,acq
training-02611,earn
training-02613,earn
training-02617,corn,grain
training-02618,gnp,income,ipi,jobs,retail,trade
training-02619,earn
training-02620,trade
training-02622,trade
training-02623,dlr,money-fx
training-02626,interest,money-fx
training-02630,earn
training-02633,dlr,money-fx
training-02634,acq
training-02635,ship
training-02637,acq
training-02638,acq
training-02645,earn
training-02647,acq
training-02648,trade
training-02649,earn
training-02650,acq
training-02652,acq
training-02658,earn
training-02659,earn
training-02660,acq
training-02663,earn
training-02664,earn
training-02666,earn
training-02667,earn
training-02671,earn
training-02672,acq
training-02674,earn
training-02677,earn
training-02678,interest,money-fx
training-02681,ship
training-02683,interest,money-fx
training-02686,money-supply,reserves
training-02687,earn
training-02688,crude
training-02691,earn
training-02693,earn
training-02695,earn
training-02696,heat
training-02697,interest,money-fx
training-02699,acq
training-02700,earn
training-02708,earn
training-02709,gnp,interest
training-02711,earn
training-02714,acq
training-02718,earn
training-02720,earn
training-02722,earn
training-02723,earn
training-02725,interest
training-02727,corn,grain
training-02728,acq
training-02729,earn
training-02737,acq
training-02741,corn,grain,wheat
training-02742,earn
training-02743,money-supply
training-02744,money-supply
training-02746,jobs
training-02747,grain,wheat
training-02748,earn
training-02749,corn,grain
training-02750,earn
training-02751,earn
training-02752,earn
training-02754,earn
training-02756,earn
training-02757,earn
training-02760,sugar
training-02761,earn
training-02762,gold
training-02763,acq
training-02764,copper
training-02765,money-fx
training-02767,crude
training-02768,acq
training-02769,acq
training-02771,earn
training-02772,earn
training-02773,earn
training-02775,crude
training-02777,corn,grain,sugar
training-02779,earn
training-02781,earn
training-02782,copper,gold,nickel,palladium,platinum
training-02783,acq
training-02784,acq
training-02785,gold
training-02787,earn
training-02789,earn
training-02791,acq
training-02792,earn
training-02793,lumber
training-02794,acq
training-02797,earn
training-02798,acq
training-02799,acq
training-02800,earn
training-02801,earn
training-02802,acq
training-02803,earn
training-02806,earn
training-02807,earn
training-02809,earn
training-02810,acq
training-02811,acq
training-02813,acq
training-02815,acq
training-02818,acq
training-02819,ship
training-02820,earn
training-02825,earn
training-02826,earn
training-02827,earn
training-02828,gas,ship
training-02833,acq
training-02834,earn
training-02836,earn
training-02838,crude
training-02839,earn
training-02843,gnp
training-02847,acq
training-02848,corn,grain
training-02849,earn
training-02850,earn
training-02851,livestock
training-02853,ship
